DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA-NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
241805605,02/02/2024 12:00:00 AM,01/24/2024 12:00:00 AM,2100,18,Southeast,1834,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1822,39,M,B,506,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,331,,,,400 E  104TH                        ST,,33.9419,-118.2674
241405439,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0150,14,Pacific,1457,1,310,BURGLARY,0342 1602 0344,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,4500    INGLEWOOD                    BL,,33.9949,-118.4178
241506986,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0625,15,N Hollywood,1549,2,888,TRESPASSING,1501,0,M,O,913,MTA - RED LINE - NORTH HOLLYWOOD,,,AA,Adult Arrest,888,,,,5300    LANKERSHIM                   BL,,34.172,-118.3789
240400507,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,1930,04,Hollenbeck,0497,1,330,BURGLARY FROM VEHICLE,1402 1300 1307 1302 0344,34,F,W,101,STREET,,,IC,Invest Cont,330,998,,,2800 E  PICO                         BL,,34.0205,-118.2202
240306492,02/18/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1030,03,Southwest,0336,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 1300 1606,48,M,H,222,LAUNDROMAT,,,IC,Invest Cont,331,,,,2700 S  WESTERN                      AV,,34.0282,-118.3133
240406073,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1810,04,Hollenbeck,0427,1,761,BRANDISH WEAPON,0334,25,M,H,123,PARKING UNDERGROUND/BUILDING,207,OTHER KNIFE,IC,Invest Cont,761,,,,4600    HUNTINGTON                   DR,,34.0852,-118.186
241504093,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1850,15,N Hollywood,1505,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,11500    VALERIO                      ST,,34.2048,-118.3824
241704044,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0620,17,Devonshire,1757,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0397,52,F,W,221,PUBLIC STORAGE,,,IC,Invest Cont,745,,,,9900    BALBOA                       BL,,34.2503,-118.5024
240904033,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,1930,09,Van Nuys,0916,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7000    HAZELTINE                    AV,,34.1975,-118.44
242005419,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0930,20,Olympic,2081,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1600 S  WILTON                       PL,,34.0436,-118.3145
240806458,03/02/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1732,08,West LA,0852,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1822 0325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,343,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
242106555,03/04/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1200,21,Topanga,2134,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2304 0385,40,F,W,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,420,,,,22200    LEADWELL                     ST,,34.2038,-118.6103
242006609,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0740,20,Olympic,2034,2,888,TRESPASSING,1822 2004 0910,0,X,X,921,MTA - PURPLE LINE - WILSHIRE/NORMANDIE,,,IC,Invest Cont,888,,,,NORMANDIE,WILSHIRE,34.0596,-118.3022
241206006,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,2200,12,77th Street,1265,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,1000 W  85TH                         ST,,33.961,-118.2919
240405060,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1900,04,Hollenbeck,0405,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,400    ARROYO SECO PARKWAY,,34.1115,-118.1782
241404298,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2115,14,Pacific,1469,1,330,BURGLARY FROM VEHICLE,0344 1300 1609 1307,39,M,W,103,ALLEY,,,IC,Invest Cont,330,,,,LA CIENEGA,KNOWLTON,33.975,-118.3702
240504071,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0930,05,Harbor,0565,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329,66,M,W,101,STREET,,,IC,Invest Cont,745,,,,9TH                          ST,PACIFIC                      AV,33.736,-118.2879
240705371,02/02/2024 12:00:00 AM,01/26/2024 12:00:00 AM,1100,07,Wilshire,0763,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1400 S  OGDEN                        DR,,34.0511,-118.3645
241305567,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2200,13,Newton,1391,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,300 W  67TH                         ST,,33.979,-118.2783
240705413,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2320,07,Wilshire,0767,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0315,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,4100    VENICE                       BL,,34.0457,-118.3255
240404037,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0220,04,Hollenbeck,0497,2,624,BATTERY - SIMPLE ASSAULT,1309 0416 0400 0444 0334,32,F,W,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,3400 E  14TH                         ST,,34.0172,-118.2084
241504149,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1742,15,N Hollywood,1591,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344,0,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,343,,,,12600    VENTURA                      BL,,34.1436,-118.4072
241507044,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1730,15,N Hollywood,1525,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,LANKERSHIM,GILMORE,34.1875,-118.3878
240705426,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1730,07,Wilshire,0747,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0385 1822,39,M,F,101,STREET,,,IC,Invest Cont,331,,,,1000 S  MANSFIELD                    AV,,34.0572,-118.3425
241104142,01/04/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1145,11,Northeast,1119,1,761,BRANDISH WEAPON,0334 0345 0216 0202 1822,40,M,H,402,MARKET,102,HAND GUN,AO,Adult Other,761,,,,7300 N  FIGUEROA                     ST,,34.1359,-118.1885
241306955,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0315,13,Newton,1331,1,310,BURGLARY,1602 1309 0344,0,M,W,213,WAREHOUSE,,,IC,Invest Cont,310,,,,2800 S  HILL                         ST,,34.0241,-118.272
241605965,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0100,16,Foothill,1689,2,940,EXTORTION,0329 1803,0,X,X,202,LIQUOR STORE,311,HAMMER,IC,Invest Cont,940,,,,8200    SAN FERNANDO                 RD,,34.2194,-118.3688
240805227,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0545,08,West LA,0881,2,888,TRESPASSING,1501,59,F,W,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,888,,,,12200    TENNESSEE                    AV,,34.0302,-118.4526
240804083,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1228,08,West LA,0852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
242005444,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1800,20,Olympic,2081,1,310,BURGLARY,1609 0344 1607 0321 0324 1822,0,X,X,408,AUTO SUPPLY STORE*,,,IC,Invest Cont,310,,,,2300 W  WASHINGTON                   BL,,34.0418,-118.3134
240706612,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1755,07,Wilshire,0711,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,34,M,W,203,OTHER BUSINESS,511,VERBAL THREAT,IC,Invest Cont,930,,,,8500    BEVERLY                      BL,,34.0782,-118.3695
242005406,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,1630,20,Olympic,2014,1,761,BRANDISH WEAPON,0361 0334 0603 0432 0421 0443 0917,38,M,H,501,SINGLE FAMILY DWELLING,215,MACHETE,IC,Invest Cont,761,930,,,100 N  ARDMORE                      AV,,34.0738,-118.3017
240104093,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0935,01,Central,0132,2,888,TRESPASSING,0910,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
241005194,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,1600,10,West Valley,1018,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,16000    SHERMAN                      WY,,34.2012,-118.482
240108334,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1430,01,Central,0152,1,648,ARSON,0329 1822,0,X,X,738,LIBRARY,,,IC,Invest Cont,648,,,,600 W  5TH                          ST,,34.0502,-118.2539
241004082,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,0620,10,West Valley,1027,2,354,THEFT OF IDENTITY,0922 1822,31,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,17000    VANOWEN                      ST,,34.1975,-118.5099
241507051,03/02/2024 12:00:00 AM,02/11/2024 12:00:00 AM,1500,15,N Hollywood,1589,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,55,M,W,114,TAXI,,,IC,Invest Cont,440,,,,3400    BARHAM                       BL,,34.1449,-118.3408
242000506,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2043,20,Olympic,2053,1,310,BURGLARY,0321 1607 1822 1402 1608 1605,0,X,X,704,ELEMENTARY SCHOOL,,,AO,Adult Other,310,998,,,900 S  HOBART                       BL,,34.0513,-118.3052
241804088,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1220,18,Southeast,1849,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0443 0432 2021 0601,20,M,O,505,MOTEL,511,VERBAL THREAT,IC,Invest Cont,930,,,,2100 E  IMPERIAL                     HY,,33.9295,-118.2384
240406052,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,2230,04,Hollenbeck,0453,1,330,BURGLARY FROM VEHICLE,1302 0344,30,F,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,1700 E  CESAR E CHAVEZ               AV,,34.0512,-118.2176
240905164,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0001,09,Van Nuys,0971,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,15000    MOORPARK                     ST,,34.1536,-118.4596
240106433,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1200,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0447 2034,47,F,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,500    WALL                         ST,,34.0449,-118.2458
241206092,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1615,12,77th Street,1257,2,354,THEFT OF IDENTITY,0100 0922,28,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,800 W  79TH                         ST,,33.9693,-118.285
241505712,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1840,15,N Hollywood,1539,1,310,BURGLARY,0344,58,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5600    DENNY                        AV,,34.1721,-118.3649
241306950,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,0833,13,Newton,1309,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1206 0344,44,M,W,101,STREET,,,IC,Invest Cont,440,,,,2100 S  SANTA FE                     AV,,34.0188,-118.23
241407175,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0820,14,Pacific,1469,2,354,THEFT OF IDENTITY,0377,35,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7200    LA CIENEGA                   BL,,33.9761,-118.3726
240806487,03/04/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0550,08,West LA,0889,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2000 S  ROBERTSON                    BL,,34.0423,-118.3873
241405168,01/09/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0600,14,Pacific,1494,2,946,OTHER MISCELLANEOUS CRIME,1822 1300,39,F,O,212,TRANSPORTATION FACILITY (AIRPORT),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,946,,,,300    WORLD                        WY,,33.9455,-118.4001
241905274,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1150,19,Mission,1985,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,VAN NUYS                     BL,ROSCOE                       BL,34.2215,-118.4488
240806433,03/02/2024 12:00:00 AM,02/24/2024 12:00:00 AM,1600,08,West LA,0855,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344,23,M,H,101,STREET,,,IC,Invest Cont,331,,,,1700    SELBY                        AV,,34.0517,-118.442
240108480,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1400,01,Central,0158,1,220,ATTEMPTED ROBBERY,0910 1822 0334 1202 0337 2021,61,M,B,101,STREET,204,FOLDING KNIFE,IC,Invest Cont,220,,,,ALAMEDA                      ST,6TH                          ST,34.0382,-118.2384
242106463,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1700,21,Topanga,2189,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,5400    WINNETKA                     AV,,34.1681,-118.571
242105444,02/05/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1400,21,Topanga,2172,2,354,THEFT OF IDENTITY,0923 0935 0377,36,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,24200    BURBANK                      BL,,34.1699,-118.6526
241504125,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,2130,15,N Hollywood,1539,1,330,BURGLARY FROM VEHICLE,1300 0344,32,F,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,10700    BURBANK                      BL,,34.1758,-118.3643
242106514,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1700,21,Topanga,2156,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,49,F,A,108,PARKING LOT,,,IC,Invest Cont,331,,,,OWENSMOUTH                   AV,VICTORY                      BL,34.1885,-118.6015
240704168,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1500,07,Wilshire,0765,1,310,BURGLARY,1822 0344,31,M,K,717,HEALTH SPA/GYM,,,IC,Invest Cont,310,,,,4600    VENICE                       BL,,34.0471,-118.3372
241504078,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,1130,15,N Hollywood,1502,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,42,F,H,104,DRIVEWAY,,,IC,Invest Cont,331,,,,7600    BLUEBELL                     AV,,34.2086,-118.4112
241404007,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,2030,14,Pacific,1426,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3400    SAWTELLE                     BL,,34.0203,-118.4266
241105264,02/04/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1120,11,Northeast,1101,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,39,M,W,109,PARK/PLAYGROUND,,,IC,Invest Cont,440,,,,2800 E  OBSERVATORY                  RD,,34.1192,-118.3004
240806403,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,1730,08,West LA,0825,1,310,BURGLARY,1822 0344 1402,46,M,W,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,998,,,100 S  CANYON VIEW                  DR,,34.0572,-118.4848
241305514,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0430,13,Newton,1363,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,E  48TH                         ST,AVALON                       BL,33.9997,-118.2652
240804103,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1930,08,West LA,0834,1,310,BURGLARY,1822 0344,84,M,O,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,10600    WELLWORTH                    AV,,34.0598,-118.4327
240804203,01/06/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2230,08,West LA,0805,2,886,DISTURBING THE PEACE,1300,59,M,W,101,STREET,,,IC,Invest Cont,886,,,,1300    CASIANO                      RD,,34.0871,-118.4722
241104120,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2345,11,Northeast,1152,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,59,F,H,101,STREET,,,IC,Invest Cont,331,,,,4000    PROSPECT                     AV,,34.1018,-118.2786
240204067,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,1900,02,Rampart,0247,1,330,BURGLARY FROM VEHICLE,1609 1300 0344 1822,65,M,H,101,STREET,,,IC,Invest Cont,330,,,,400 S  BURLINGTON                   AV,,34.0605,-118.2695
240705640,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,1730,07,Wilshire,0738,1,310,BURGLARY,1607 1822 0344,0,X,X,720,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,310,,,,600 S  MCCADDEN                     PL,,34.0649,-118.3372
241005183,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0252,10,West Valley,1075,1,310,BURGLARY,1822 1607 0321 0344 0216 0206 0209 1414 0358,0,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,17900    VENTURA                      BL,,34.1636,-118.5221
241105204,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0300,11,Northeast,1133,1,310,BURGLARY,0358 1609 0327 0216,0,X,X,210,RESTAURANT/FAST FOOD,,,AA,Adult Arrest,310,,,,2700    FLETCHER                     DR,,34.1104,-118.2513
241906343,03/02/2024 12:00:00 AM,02/29/2024 12:00:00 AM,1400,19,Mission,1925,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,FRANK MODUGNO                DR,HUBBARD,34.2976,-118.4505
240104165,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1915,01,Central,0171,2,888,TRESPASSING,1501,33,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,888,,,,800 W  OLYMPIC                      BL,,34.045,-118.264
241505803,02/06/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1630,15,N Hollywood,1563,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4400    SIMPSON                      AV,,34.1504,-118.3888
241304171,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2227,13,Newton,1303,1,310,BURGLARY,1602 0344 0321,0,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,1000    MAPLE                        AV,,34.0383,-118.254
241105207,02/02/2024 12:00:00 AM,01/16/2024 12:00:00 AM,1900,11,Northeast,1113,2,940,EXTORTION,1259 1251 0422 0432 1912 2024,15,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,2700    DELOR                        RD,,34.1361,-118.2237
240705416,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2145,07,Wilshire,0705,2,888,TRESPASSING,1606 0314,38,M,W,504,OTHER RESIDENCE,,,IC,Invest Cont,888,,,,600 N  ALTA VISTA                   BL,,34.0818,-118.3474
242104164,01/04/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2016,21,Topanga,2156,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0352,0,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,21700    VICTORY                      BL,,34.1877,-118.6015
242005426,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1600,20,Olympic,2069,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,OLYMPIC                      BL,ARAPAHOE                     ST,34.0524,-118.2854
241605979,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2300,16,Foothill,1611,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,DE GARMO                     AV,VAUGHN,34.2814,-118.4228
240905225,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1500,09,Van Nuys,0911,1,761,BRANDISH WEAPON,0421 1258 1251 1822 0334,11,M,H,108,PARKING LOT,511,VERBAL THREAT,IC,Invest Cont,761,930,,,15300    VANOWEN                      ST,,34.1939,-118.4662
242005454,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0815,20,Olympic,2079,2,813,CHILD ANNOYING (17YRS & UNDER),0202 1251 1259 0340 1822,16,F,H,102,SIDEWALK,,,IC,Invest Cont,813,,,,1400 S  VERMONT                      AV,,34.046,-118.2916
241508338,02/02/2024 12:00:00 AM,01/31/2024 12:00:00 AM,1535,15,N Hollywood,1532,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,56,M,B,707,GARAGE/CARPORT,,,IC,Invest Cont,440,,,,5700    LAUREL CANYON                BL,,34.1797,-118.4014
240205927,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1105,02,Rampart,0205,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 1822 2004 0378,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,600 N  DILLON                       ST,,34.0786,-118.2788
240405055,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1900,04,Hollenbeck,0453,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100    ECHANDIA                     ST,,34.0486,-118.221
240706613,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1815,07,Wilshire,0736,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,400 S  LA BREA                      AV,,34.0669,-118.3456
240207159,03/02/2024 12:00:00 AM,02/19/2024 12:00:00 AM,1600,02,Rampart,0275,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1000 S  WESTLAKE                     AV,,34.0512,-118.2787
241204239,01/04/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1400,12,77th Street,1233,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1800 W  60TH                         ST,,33.9852,-118.309
240506307,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,1830,05,Harbor,0565,1,310,BURGLARY,1609 0321 0329 0344 0358 1236,0,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,800 S  PACIFIC                      AV,,33.7365,-118.2923
240606879,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2200,06,Hollywood,0647,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1822 1501 1300 0344,32,M,W,108,PARKING LOT,,,IC,Invest Cont,331,,,,1500 N  BRONSON                      AV,,34.098,-118.318
240606824,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0930,06,Hollywood,0645,1,648,ARSON,1822 0329 1501,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,648,,,,1300 N  CITRUS                       AV,,34.0944,-118.3398
241904048,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,2000,19,Mission,1918,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,13700    HUBBARD                      ST,,34.3065,-118.4314
241805560,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,2300,18,Southeast,1851,1,510,VEHICLE - STOLEN,,0,,,107,VACANT LOT,,,IC,Invest Cont,510,,,,13400 S  VERMONT                      AV,,33.9102,-118.2916
241204144,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,0001,12,77th Street,1213,2,354,THEFT OF IDENTITY,0930 0928,39,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5500 S  MANHATTAN                    PL,,33.9922,-118.3101
241507202,03/06/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1200,15,N Hollywood,1543,1,330,BURGLARY FROM VEHICLE,0344,39,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,5400    RHODES                       AV,,34.1686,-118.4031
241807338,02/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1500,18,Southeast,1822,2,814,CHILD PORNOGRAPHY,1901 0913 1259 2024,14,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,814,,,,9600 S  FIGUEROA                     ST,,33.9492,-118.2827
240405049,02/02/2024 12:00:00 AM,01/23/2024 12:00:00 AM,0700,04,Hollenbeck,0412,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,52,M,H,402,MARKET,,,IC,Invest Cont,331,,,,2500    DALY                         ST,,34.0806,-118.2176
240605745,02/04/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0001,06,Hollywood,0636,1,330,BURGLARY FROM VEHICLE,1300 1822 0344,28,F,B,101,STREET,,,IC,Invest Cont,330,,,,6400    FRANKLIN                     AV,,34.1053,-118.329
240705501,02/04/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1345,07,Wilshire,0758,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,54,M,O,101,STREET,,,IC,Invest Cont,440,,,,1200 S  MULLEN                       AV,,34.0507,-118.335
240804109,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1145,08,West LA,0839,2,354,THEFT OF IDENTITY,1822 0924,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,354,,,,2000    CENTURY PARK EAST,,34.0586,-118.4164
240204682,01/11/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1500,02,Rampart,0249,1,330,BURGLARY FROM VEHICLE,1300 1822 0330 1609 1307 0329,25,M,H,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,330,,,,1100    INGRAHAM                     ST,,34.0517,-118.2637
